2023-12-02 19:27:47,674 INFO    StreamThr :34312 [internal.py:wandb_internal():86] W&B internal server running at pid: 34312, started at: 2023-12-02 19:27:47.673942
2023-12-02 19:27:47,675 DEBUG   HandlerThread:34312 [handler.py:handle_request():146] handle_request: status
2023-12-02 19:27:47,678 INFO    WriterThread:34312 [datastore.py:open_for_write():85] open: /home/eileen/Projects/Pytorch-Projects/Few_shot_learning/wandb/run-20231202_192747-1aph4n7l/run-1aph4n7l.wandb
2023-12-02 19:27:47,678 DEBUG   SenderThread:34312 [sender.py:send():380] send: header
2023-12-02 19:27:47,678 DEBUG   SenderThread:34312 [sender.py:send():380] send: run
2023-12-02 19:27:48,009 INFO    SenderThread:34312 [dir_watcher.py:__init__():211] watching files in: /home/eileen/Projects/Pytorch-Projects/Few_shot_learning/wandb/run-20231202_192747-1aph4n7l/files
2023-12-02 19:27:48,009 INFO    SenderThread:34312 [sender.py:_start_run_threads():1124] run started: 1aph4n7l with start time 1701563267.673803
2023-12-02 19:27:48,011 DEBUG   HandlerThread:34312 [handler.py:handle_request():146] handle_request: check_version
2023-12-02 19:27:48,011 DEBUG   SenderThread:34312 [sender.py:send_request():407] send_request: check_version
2023-12-02 19:27:48,134 DEBUG   HandlerThread:34312 [handler.py:handle_request():146] handle_request: run_start
2023-12-02 19:27:48,134 DEBUG   HandlerThread:34312 [system_info.py:__init__():32] System info init
2023-12-02 19:27:48,135 DEBUG   HandlerThread:34312 [system_info.py:__init__():47] System info init done
2023-12-02 19:27:48,135 INFO    HandlerThread:34312 [system_monitor.py:start():194] Starting system monitor
2023-12-02 19:27:48,135 INFO    SystemMonitor:34312 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-02 19:27:48,135 INFO    HandlerThread:34312 [system_monitor.py:probe():214] Collecting system info
2023-12-02 19:27:48,136 INFO    SystemMonitor:34312 [interfaces.py:start():190] Started cpu monitoring
2023-12-02 19:27:48,137 INFO    SystemMonitor:34312 [interfaces.py:start():190] Started disk monitoring
2023-12-02 19:27:48,138 INFO    SystemMonitor:34312 [interfaces.py:start():190] Started memory monitoring
2023-12-02 19:27:48,138 INFO    SystemMonitor:34312 [interfaces.py:start():190] Started network monitoring
2023-12-02 19:27:48,143 DEBUG   HandlerThread:34312 [system_info.py:probe():196] Probing system
2023-12-02 19:27:48,174 DEBUG   HandlerThread:34312 [system_info.py:_probe_git():181] Probing git
2023-12-02 19:27:48,178 DEBUG   HandlerThread:34312 [system_info.py:_probe_git():189] Probing git done
2023-12-02 19:27:48,178 DEBUG   HandlerThread:34312 [system_info.py:probe():244] Probing system done
2023-12-02 19:27:48,178 DEBUG   HandlerThread:34312 [system_monitor.py:probe():223] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-12-03T00:27:48.143488', 'startedAt': '2023-12-03T00:27:47.670637', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/eileen/Projects/Pytorch-Projects/Few_shot_learning/wandb_test.py', 'codePathLocal': 'wandb_test.py', 'codePath': 'Few_shot_learning/wandb_test.py', 'git': {'remote': 'git@github.com:ewang360/Pytorch-Projects.git', 'commit': '9c237fd9383c0160be96cb8973ed696a75902b6c'}, 'email': 'elw96@pitt.edu', 'root': '/home/eileen/Projects/Pytorch-Projects', 'host': 'EileenPC', 'username': 'eileen', 'executable': '/home/eileen/miniconda3/envs/tiles/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3892.5860000000007, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}, {'current': 3892.586, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 12.283649444580078}}, 'memory': {'total': 15.567523956298828}}
